Date,Close,High,Low,Open,trend
2019-07-25,108.64,108.77,108.03,108.19,107.74470406621624
2019-07-26,108.67,108.83,108.56,108.64,107.66101093379093
2019-07-29,108.78,108.91,108.42,108.69,107.56733942333474
2019-07-30,108.61,108.95,108.45,108.78,107.46445363699242
2019-07-31,108.75,109.0,108.5,108.61,107.35387558976912
2019-08-01,107.34,109.33,107.27,108.8,107.23784326314684
2019-08-02,106.59,107.58,106.5,107.34,107.119467216364
2019-08-05,105.95,106.69,105.78,106.59,107.0019218566195
2019-08-06,106.48,107.08,105.53,105.94,106.88805067410199
2019-08-07,106.28,106.48,105.5,106.48,106.78003970783972
2019-08-08,106.08,106.31,105.89,106.28,106.67981996518967
2019-08-09,105.67,106.12,105.27,106.08,106.58900992869138
2019-08-12,105.31,105.7,105.05,105.58,106.50885319340617
2019-08-13,106.75,106.98,105.06,105.31,106.44001897318992
2019-08-14,105.91,106.78,105.66,106.75,106.3824271986526
2019-08-15,106.12,106.78,105.7,105.92,106.33619153854596
2019-08-16,106.38,106.5,106.03,106.12,106.30113039462256
2019-08-19,106.64,106.7,106.25,106.34,106.27692704892328
2019-08-20,106.23,106.69,106.17,106.63,106.26331407699232
2019-08-21,106.62,106.66,106.22,106.22,106.26025097496834
2019-08-22,106.44,106.66,106.25,106.61,106.26767641769189
2019-08-23,105.41,106.75,105.27,106.44,106.28575392314414
2019-08-26,106.14,106.41,104.45,105.14,106.31475471154526
2019-08-27,105.73,106.17,105.59,106.16,106.35440265691342
2019-08-28,106.12,106.23,105.66,105.75,106.40431241157206
2019-08-29,106.52,106.69,105.83,106.12,106.46370837618406
2019-08-30,106.31,106.56,106.11,106.5,106.53163725615508
2019-09-02,106.22,106.41,105.92,106.25,106.60718093915568
2019-09-03,105.94,106.4,105.74,106.23,106.68928278957128
2019-09-04,106.39,106.44,105.83,105.94,106.77664418370028
2019-09-05,106.92,107.22,106.31,106.36,106.86749819609757
2019-09-06,106.92,107.11,106.62,106.95,106.95983624870327
2019-09-09,107.25,107.28,106.77,106.83,107.05168257708488
2019-09-10,107.55,107.59,107.19,107.25,107.14103651915443
2019-09-11,107.83,107.86,107.5,107.55,107.22602136121318
2019-09-12,108.11,108.19,107.52,107.83,107.30501599173799
2019-09-13,108.08,108.28,107.92,108.09,107.37677678585491
2019-09-16,108.14,108.17,107.48,107.67,107.44056323369523
2019-09-17,108.14,108.38,108.03,108.11,107.49607433989912
2019-09-18,108.45,108.48,108.08,108.12,107.54344625708566
2019-09-19,108.02,108.47,107.78,108.45,107.58321759141147
2019-09-20,107.56,108.09,107.53,108.02,107.61649354512257
2019-09-23,107.56,107.78,107.31,107.53,107.64465230947035
2019-09-24,107.06,107.8,106.97,107.55,107.6690367672405
2019-09-25,107.78,107.89,107.0,107.06,107.6909368935253
2019-09-26,107.83,107.97,107.42,107.78,107.71126201543751
2019-09-27,107.94,108.19,107.66,107.83,107.73097712453138
2019-09-30,108.08,108.19,107.75,107.92,107.75112142360162
2019-10-01,107.75,108.47,107.62,108.08,107.77286475474006
2019-10-02,107.18,107.9,107.04,107.73,107.79758250914875
2019-10-03,106.92,107.31,106.48,107.19,107.82663578755803
2019-10-04,106.94,107.14,106.58,106.92,107.86099970163
2019-10-07,107.3,107.47,106.56,106.97,107.90108271565964
2019-10-08,107.08,107.45,106.81,107.3,107.94671766912839
2019-10-09,107.47,107.64,106.94,107.08,107.99736172482042
2019-10-10,107.97,108.03,107.03,107.47,108.05193034697666
2019-10-11,108.42,108.62,107.84,107.98,108.10900939876011
2019-10-14,108.39,108.53,108.03,108.36,108.16713353686686
2019-10-15,108.86,108.91,108.16,108.42,108.22503178711878
2019-10-16,108.77,108.88,108.57,108.86,108.28157246687726
2019-10-17,108.67,108.94,108.47,108.77,108.33602074863667
2019-10-18,108.43,108.73,108.38,108.66,108.38794707209956
2019-10-21,108.61,108.67,108.3,108.47,108.4371306140006
2019-10-22,108.48,108.73,108.44,108.61,108.48337683415431
2019-10-23,108.69,108.72,108.25,108.5,108.52659923574153
2019-10-24,108.61,108.75,108.48,108.67,108.56670921142171
2019-10-25,108.66,108.79,108.51,108.63,108.60372027933201
2019-10-28,108.95,109.05,108.66,108.67,108.63767301435247
2019-10-29,108.89,109.08,108.77,108.95,108.6686431661886
2019-10-30,108.84,109.3,108.72,108.89,108.69690168891194
2019-10-31,108.03,108.91,107.92,108.83,108.72285788461515
2019-11-01,108.19,108.33,107.89,108.06,108.74701049183534
2019-11-04,108.58,108.66,108.17,108.19,108.7694252129317
2019-11-05,109.16,109.25,108.55,108.58,108.78981961870596
2019-11-06,108.97,109.19,108.81,109.17,108.80779288920182
2019-11-07,109.28,109.5,108.66,108.97,108.82317556720122
2019-11-08,109.28,109.48,109.08,109.28,108.83589957493035
2019-11-11,109.06,109.27,108.89,109.2,108.84618234988594
2019-11-12,109.02,109.31,108.92,109.06,108.85451889233028
2019-11-13,108.83,109.16,108.66,109.0,108.86153783855701
2019-11-14,108.41,108.88,108.25,108.83,108.86797125055202
2019-11-15,108.75,108.86,108.38,108.41,108.87453147915214
2019-11-18,108.67,109.08,108.52,108.83,108.88164464316272
2019-11-19,108.55,108.86,108.45,108.67,108.88965902921457
2019-11-20,108.61,108.75,108.34,108.55,108.89879064603662
2019-11-21,108.64,108.7,108.28,108.61,108.90904321546458
2019-11-22,108.66,108.73,108.47,108.64,108.92023996518036
2019-11-25,108.92,108.98,108.64,108.72,108.93203597085623
2019-11-26,109.05,109.2,108.88,108.92,108.94392365818632
2019-11-27,109.56,109.61,109.0,109.03,108.9553879303829
2019-11-28,109.52,109.58,109.33,109.55,108.96597998837188
2019-11-29,109.52,109.67,109.39,109.5,108.97562891562265
2019-12-02,109.0,109.73,108.92,109.53,108.9846100581118
2019-12-03,108.64,109.22,108.48,108.97,108.9935389937436
2019-12-04,108.86,108.97,108.42,108.64,109.00304091913598
2019-12-05,108.76,109.0,108.65,108.86,109.01352006903578
2019-12-06,108.61,108.92,108.53,108.77,109.02529127761531
2019-12-09,108.56,108.68,108.42,108.68,109.0385109290038
2019-12-10,108.71,108.77,108.51,108.56,109.05307585028201
2019-12-11,108.56,108.86,108.47,108.72,109.06858379920003
2019-12-12,109.31,109.46,108.46,108.57,109.0844181111015
2019-12-13,109.38,109.72,108.92,109.31,109.0996442564556
2019-12-16,109.5,109.69,109.25,109.39,109.11346869441209
2019-12-17,109.48,109.64,109.44,109.53,109.12527310646047
2019-12-18,109.53,109.62,109.39,109.5,109.13468075615617
2019-12-19,109.38,109.67,109.17,109.55,109.14153661136312
2019-12-20,109.44,109.53,109.25,109.36,109.14593271447265
2019-12-23,109.39,109.53,109.33,109.41,109.14811014749392
2019-12-24,109.39,109.44,109.31,109.39,109.14849378448952
2019-12-25,109.36,109.42,109.27,109.39,109.14765968067981
2019-12-26,109.64,109.69,109.32,109.34,109.14633483266982
2019-12-27,109.42,109.64,109.39,109.61,109.14537894976414
2019-12-30,108.88,109.52,108.75,109.47,109.14596028199693
2019-12-31,108.62,108.89,108.47,108.89,109.14941871755886
2020-01-01,108.7,108.75,108.59,108.61,109.15692791946438
2020-01-02,108.58,108.86,108.2,108.75,109.16933066402942
2020-01-03,108.09,108.64,107.83,108.56,109.18718414762026
2020-01-06,108.38,108.52,107.77,108.0,109.2106772349381
2020-01-07,108.44,108.64,108.27,108.38,109.239313050592
2020-01-08,109.14,109.25,107.64,108.42,109.2720755459192
2020-01-09,109.52,109.58,109.01,109.12,109.30744910160023
2020-01-10,109.47,109.7,109.44,109.52,109.34383555109949
2020-01-13,109.94,109.95,109.45,109.49,109.3797695721929
2020-01-14,109.98,110.22,109.86,109.94,109.41386469543697
2020-01-15,109.89,110.03,109.78,110.0,109.44508459540553
2020-01-16,110.16,110.19,109.86,109.89,109.47274678123779
2020-01-17,110.16,110.3,110.05,110.14,109.49644683420084
2020-01-20,110.19,110.22,110.03,110.14,109.51620986882348
2020-01-21,109.88,110.22,109.77,110.19,109.53247572036325
2020-01-22,109.84,110.1,109.82,109.86,109.54610534290961
2020-01-23,109.49,109.87,109.26,109.84,109.55817689322686
2020-01-24,109.28,109.66,109.17,109.48,109.56995221223988
2020-01-27,108.89,109.14,108.72,109.05,109.58265053031538
2020-01-28,109.14,109.2,108.75,108.89,109.59730985768735
2020-01-29,109.0,109.28,108.97,109.16,109.61453529800832
2020-01-30,108.97,109.08,108.58,109.02,109.63464613626982
2020-01-31,108.39,109.14,108.31,108.97,109.65757757290208
2020-02-03,108.69,108.81,108.33,108.42,109.68284940450012
2020-02-04,109.53,109.56,108.56,108.69,109.70918919167593
2020-02-05,109.81,109.86,109.31,109.53,109.73470396416357
2020-02-06,110.0,110.0,109.72,109.81,109.75738875845227
2020-02-07,109.73,110.03,109.53,110.0,109.77528567105375
2020-02-10,109.75,109.89,109.56,109.86,109.78658843050573
2020-02-11,109.78,109.97,109.72,109.78,109.78946246180146
2020-02-12,110.08,110.14,109.77,109.78,109.78205032216519
2020-02-13,109.81,110.09,109.61,110.09,109.76248865478256
2020-02-14,109.75,109.92,109.69,109.81,109.72910032138785
2020-02-17,109.89,109.97,109.72,109.78,109.68023787830614
2020-02-18,109.88,109.95,109.66,109.88,109.61426694416164
2020-02-19,111.36,111.59,109.84,109.88,109.5296842389046
2020-02-20,112.12,112.22,111.11,111.38,109.42515256564516
2020-02-21,111.58,112.19,111.47,112.11,109.30047867484416
2020-02-24,110.72,111.69,110.33,111.61,109.1571535966088
2020-02-25,110.2,111.05,109.89,110.73,108.99809306187451
2020-02-26,110.42,110.7,110.12,110.19,108.82718958057893
2020-02-27,109.59,110.47,109.58,110.42,108.64908685449605
2020-02-28,108.08,109.69,107.5,109.61,108.46942409191203
2020-03-02,108.31,108.58,106.98,107.39,108.29442857182906
2020-03-03,107.14,108.55,106.94,108.31,108.13008418319174
2020-03-04,107.53,107.69,106.86,107.14,107.9823845470873
2020-03-05,106.17,107.73,105.97,107.53,107.85670448198846
2020-03-06,105.31,106.36,105.0,106.17,107.75813606602601
2020-03-09,102.36,104.92,101.19,104.91,107.69071718702952
2020-03-10,105.64,105.92,102.0,102.38,107.65695564778729
2020-03-11,104.55,105.69,104.11,105.66,107.6560275528457
2020-03-12,104.64,106.09,103.09,104.56,107.68584840947138
2020-03-13,107.92,108.5,104.5,104.62,107.74239245771037
2020-03-16,105.86,107.92,105.14,107.92,107.81973028235275
2020-03-17,107.69,107.88,105.86,105.86,107.91204347290264
2020-03-18,108.37,108.65,106.76,107.36,108.01228878743761
2020-03-19,110.71,110.96,107.85,108.07,108.1132842068647
2020-03-20,110.82,111.52,109.31,110.71,108.20807128159876
2020-03-23,111.21,111.61,109.67,111.04,108.29131450942538
2020-03-24,111.22,111.72,110.08,111.21,108.35931084357911
2020-03-25,111.21,111.69,110.75,111.21,108.41018141572614
2020-03-26,109.6,111.32,109.21,111.21,108.44383528825546
2020-03-27,107.9,109.71,107.75,109.6,108.4619314101712
2020-03-30,107.82,108.31,107.11,107.89,108.46685133342243
2020-03-31,107.54,108.74,107.46,107.76,108.46062540282671
2020-04-01,107.17,107.95,106.91,107.54,108.44487968111817
2020-04-02,107.92,108.11,107.01,107.17,108.42066484015425
2020-04-03,108.46,108.69,107.8,107.92,108.38823475199172
2020-04-06,109.22,109.39,108.35,108.43,108.34753037316224
2020-04-07,108.71,109.29,108.67,109.24,108.29853751347756
2020-04-08,108.82,109.11,108.5,108.71,108.24178727626614
2020-04-09,108.47,109.07,108.21,108.82,108.1780679289105
2020-04-10,108.47,108.61,108.32,108.54,108.10852912174546
2020-04-13,107.78,108.54,107.5,108.54,108.03450296265032
2020-04-14,107.21,107.81,106.97,107.78,107.95754747880319
2020-04-15,107.49,107.86,106.93,107.21,107.87906163303055
2020-04-16,107.96,108.1,107.17,107.49,107.79997717098459
2020-04-17,107.53,108.08,107.3,107.96,107.72098267479689
2020-04-20,107.63,107.96,107.49,107.57,107.64286674086709
2020-04-21,107.78,107.9,107.28,107.63,107.56629860142313
2020-04-22,107.75,107.94,107.51,107.82,107.4919394469798
2020-04-23,107.6,108.04,107.34,107.76,107.42058403142607
2020-04-24,107.51,107.76,107.37,107.58,107.35318839649665
2020-04-27,107.24,107.64,106.99,107.49,107.2908207189065
2020-04-28,106.88,107.35,106.56,107.22,107.23464718262284
2020-04-29,106.71,106.9,106.36,106.88,107.18580220866353
2020-04-30,107.18,107.51,106.4,106.71,107.14519856355736
2020-05-01,106.94,107.41,106.6,107.18,107.11345163745267
2020-05-04,106.75,107.08,106.63,106.82,107.09119857139558
2020-05-05,106.6,106.91,106.42,106.78,107.07896809915881
2020-05-06,106.15,106.64,105.98,106.61,107.07707570540788
2020-05-07,106.29,106.67,105.99,106.11,107.0855375197463
2020-05-08,106.67,106.75,106.22,106.29,107.10379024946175
2020-05-11,107.68,107.78,106.54,106.64,107.1307733908921
2020-05-12,107.14,107.71,107.12,107.68,107.16515532146923
2020-05-13,107.03,107.28,106.74,107.11,107.20594768525571
2020-05-14,107.25,107.38,106.77,107.04,107.25214640423826
2020-05-15,107.04,107.44,106.85,107.25,107.30263743310032
2020-05-18,107.35,107.51,107.04,107.08,107.35630538502262
2020-05-19,107.71,108.09,107.29,107.32,107.4118707247902
2020-05-20,107.53,107.99,107.33,107.71,107.4680499763225
2020-05-21,107.62,107.86,107.47,107.5,107.523745994336
2020-05-22,107.63,107.77,107.32,107.61,107.57790035231196
2020-05-25,107.71,107.79,107.56,107.58,107.62951478248519
2020-05-26,107.54,107.93,107.4,107.71,107.6776235793703
2020-05-27,107.72,107.96,107.36,107.54,107.72131134074286
2020-05-28,107.64,107.9,107.57,107.72,107.75957664964128
2020-05-29,107.79,107.9,107.07,107.67,107.79141726951609
2020-06-01,107.59,107.86,107.38,107.74,107.81575622841177
2020-06-02,108.68,108.78,107.5,107.59,107.83151566857936
2020-06-03,108.9,109.0,108.42,108.68,107.83747663462707
2020-06-04,109.14,109.2,108.61,108.89,107.83295047387021
2020-06-05,109.59,109.86,109.04,109.14,107.81791261072746
2020-06-08,108.43,109.7,108.24,109.68,107.79315537557129
2020-06-09,107.74,108.55,107.61,108.44,107.76057865339246
2020-06-10,107.11,107.89,106.99,107.72,107.72248035707202
2020-06-11,106.86,107.24,106.57,107.13,107.68114553783268
2020-06-12,107.36,107.56,106.58,106.88,107.63847644667395
2020-06-15,107.32,107.58,107.0,107.33,107.59586211863419
2020-06-16,107.33,107.64,107.21,107.33,107.55451754097255
2020-06-17,107.0,107.46,106.95,107.35,107.51548528712408
2020-06-18,106.97,107.14,106.67,107.0,107.47966760706068
2020-06-19,106.89,107.07,106.76,106.97,107.44764457244997
2020-06-22,106.89,107.02,106.76,106.9,107.41967771270517
2020-06-23,106.53,107.23,106.07,106.91,107.39568002938175
2020-06-24,107.04,107.08,106.38,106.52,107.37523347546468
2020-06-25,107.2,107.46,106.99,107.06,107.3573789539206
2020-06-26,107.22,107.37,106.79,107.24,107.34094784679392
2020-06-29,107.57,107.89,107.04,107.19,107.32467317428282
2020-06-30,107.93,108.0,107.52,107.57,107.30721236418128
2020-07-01,107.47,108.17,107.36,107.93,107.28737617354932
2020-07-02,107.5,107.74,107.33,107.47,107.26436460171936
2020-07-03,107.51,107.58,107.43,107.5,107.23749178791527
2020-07-06,107.36,107.78,107.25,107.5,107.20621914348484
2020-07-07,107.52,107.8,107.24,107.35,107.17017839740845
2020-07-08,107.26,107.71,107.19,107.52,107.12909739170178
2020-07-09,107.21,107.41,107.1,107.31,107.08292260688211
2020-07-10,106.9,107.27,106.64,107.21,107.03168233759688
2020-07-13,107.28,107.33,106.78,106.9,106.97548430186424
2020-07-14,107.25,107.44,107.11,107.29,106.9143539162414
2020-07-15,106.94,107.32,106.66,107.23,106.84850691959679
2020-07-16,107.27,107.41,106.83,106.93,106.7783688296013
2020-07-17,107.0,107.37,106.93,107.26,106.70442234710099
2020-07-20,107.25,107.53,107.01,107.11,106.62745744242339
2020-07-21,106.78,107.38,106.68,107.26,106.54844882192916
2020-07-22,107.15,107.29,106.71,106.78,106.46876028107738
2020-07-23,106.86,107.24,106.71,107.15,106.38990033481343
2020-07-24,106.14,106.92,105.68,106.86,106.31380327290705
2020-07-27,105.38,106.21,105.11,105.97,106.24269719741874
2020-07-28,105.09,105.7,104.95,105.36,106.17870158336342
2020-07-29,104.92,105.25,104.76,105.06,106.1233967200076
2020-07-30,104.74,105.31,104.68,104.92,106.07768245812824
2020-07-31,105.89,106.07,104.18,104.71,106.04170652555223
2020-08-03,105.96,106.48,105.57,105.89,106.01478059857027
2020-08-04,105.72,106.21,105.64,105.96,105.99612153689453
2020-08-05,105.58,105.89,105.32,105.72,105.98491196236307
2020-08-06,105.55,105.71,105.29,105.57,105.98016192085343
2020-08-07,105.93,106.07,105.47,105.51,105.98062838826661
2020-08-10,105.95,106.21,105.71,105.96,105.98479948930313
2020-08-11,106.48,106.7,105.92,105.96,105.9911317059208
2020-08-12,106.89,107.03,106.44,106.51,105.99805977039665
2020-08-13,106.92,107.06,106.56,106.89,106.0043239576915
2020-08-14,106.59,107.04,106.43,106.9,106.00922200540968
2020-08-17,105.99,106.67,105.94,106.63,106.01262394868209
2020-08-18,105.42,106.07,105.28,106.0,106.01476280888608
2020-08-19,106.1,106.15,105.1,105.41,106.015857467431
2020-08-20,105.79,106.22,105.74,106.11,106.01575507897076
2020-08-21,105.78,106.08,105.43,105.79,106.01435538724202
2020-08-24,105.97,106.01,105.69,105.86,106.01141703905715
2020-08-25,106.36,106.59,105.86,105.98,106.0065522091115
2020-08-26,105.98,106.56,105.95,106.39,105.9993471864511
2020-08-27,106.55,106.71,105.61,105.99,105.98960916499121
2020-08-28,105.34,106.96,105.19,106.57,105.9771332466556
2020-08-31,105.89,106.1,105.29,105.36,105.96206477763997
2020-09-01,105.95,106.16,105.59,105.93,105.94415089586087
2020-09-02,106.18,106.32,105.85,105.96,105.92309369874893
2020-09-03,106.17,106.57,106.0,106.18,105.89859893942486
2020-09-04,106.23,106.51,106.06,106.19,105.87053293744765
2020-09-07,106.25,106.39,106.13,106.28,105.83893163803913
2020-09-08,106.01,106.39,105.86,106.29,105.80405565333521
2020-09-09,106.17,106.29,105.78,106.04,105.76642251319805
2020-09-10,106.13,106.31,105.98,106.21,105.72667846270642
2020-09-11,106.14,106.28,106.06,106.13,105.68572198286833
2020-09-14,105.72,106.21,105.54,106.17,105.64470363065254
2020-09-15,105.43,105.83,105.29,105.72,105.60505788678857
2020-09-16,104.94,105.45,104.79,105.44,105.56826629223676
2020-09-17,104.73,105.18,104.52,104.95,105.53570097677814
2020-09-18,104.55,104.88,104.26,104.75,105.50834140376114
2020-09-21,104.64,104.84,104.0,104.44,105.48666347342358
2020-09-22,104.91,105.09,104.4,104.65,105.47054412262594
2020-09-23,105.37,105.5,104.89,104.93,105.45933112355776
2020-09-24,105.4,105.54,105.2,105.4,105.45202190833191
2020-09-25,105.6,105.71,105.24,105.42,105.44755807710911
2020-09-28,105.49,105.69,105.26,105.51,105.44484871635738
2020-09-29,105.64,105.75,105.34,105.5,105.44289818874665
2020-09-30,105.45,105.81,105.4,105.64,105.44073907649903
2020-10-01,105.5,105.75,105.4,105.46,105.43752715046867
2020-10-02,105.33,105.68,104.93,105.53,105.43242396958692
2020-10-05,105.72,105.81,105.29,105.29,105.42463013831602
2020-10-06,105.62,105.79,105.46,105.74,105.4132822461372
2020-10-07,105.96,106.12,105.6,105.64,105.39770148869516
2020-10-08,106.01,106.11,105.92,105.96,105.37733826023083
2020-10-09,105.59,106.05,105.57,106.03,105.35199439155481
2020-10-12,105.3,105.89,105.24,105.71,105.32186712706496
2020-10-13,105.47,105.64,105.28,105.33,105.28730246466444
2020-10-14,105.15,105.53,105.04,105.48,105.24863273530187
2020-10-15,105.44,105.5,105.09,105.14,105.20630445588547
2020-10-16,105.4,105.46,105.18,105.46,105.16070249786387
2020-10-19,105.42,105.51,105.29,105.39,105.11235779240067
2020-10-20,105.49,105.75,105.39,105.43,105.0619508315984
2020-10-21,104.56,105.53,104.33,105.5,105.01035438393926
2020-10-22,104.82,104.93,104.46,104.59,104.95870874863577
2020-10-23,104.69,104.94,104.54,104.85,104.90787275341043
2020-10-26,104.82,105.07,104.64,104.75,104.85861853301782
2020-10-27,104.4,104.9,104.39,104.83,104.81158205174157
2020-10-28,104.29,104.57,104.11,104.42,104.76737513728222
2020-10-29,104.61,104.74,104.03,104.36,104.72635237855802
2020-10-30,104.64,104.75,104.12,104.64,104.68857000502642
2020-11-02,104.71,104.96,104.54,104.57,104.65401152590827
2020-11-03,104.46,104.82,104.43,104.72,104.62263009417134
2020-11-04,104.48,105.35,104.14,104.47,104.59441385557973
2020-11-05,103.47,104.57,103.44,104.52,104.56924931208864
2020-11-06,103.33,103.77,103.17,103.51,104.54695145699361
2020-11-09,105.36,105.66,103.19,103.35,104.52664825277006
2020-11-10,105.28,105.5,104.79,105.38,104.50670706723278
2020-11-11,105.42,105.69,105.0,105.31,104.48601611303857
2020-11-12,105.12,105.49,105.07,105.43,104.46394691092729
2020-11-13,104.62,105.17,104.56,105.14,104.44045472156816
2020-11-16,104.56,105.14,104.36,104.89,104.41590483881112
2020-11-17,104.17,104.63,104.07,104.58,104.3907747723051
2020-11-18,103.83,104.22,103.64,104.21,104.36563209117477
2020-11-19,103.72,104.22,103.71,103.82,104.34090638031213
2020-11-20,103.85,103.92,103.7,103.74,104.31669245455214
2020-11-23,104.54,104.65,103.68,103.86,104.2926970622421
2020-11-24,104.43,104.77,104.14,104.56,104.26833526894517
2020-11-25,104.45,104.61,104.25,104.43,104.2431767045606
2020-11-26,104.25,104.49,104.21,104.46,104.21689203944447
2020-11-27,104.1,104.29,103.9,104.27,104.18928120851254
2020-11-30,104.27,104.42,103.82,104.07,104.16016483915587
2020-12-01,104.3,104.59,104.18,104.32,104.12930775801016
2020-12-02,104.4,104.76,104.22,104.32,104.09654343868661
2020-12-03,103.83,104.54,103.67,104.39,104.06181203744765
2020-12-04,104.14,104.25,103.74,103.85,104.0252433709064
2020-12-07,104.06,104.32,103.92,104.14,103.98682237315259
2020-12-08,104.15,104.22,103.95,104.06,103.9466057011692
2020-12-09,104.21,104.42,104.05,104.17,103.90469574795597
2020-12-10,104.2,104.59,104.17,104.24,103.8613220279494
2020-12-11,104.01,104.29,103.82,104.21,103.81690487074361
2020-12-14,104.03,104.11,103.51,104.0,103.77207627966519
2020-12-15,103.66,104.15,103.6,104.04,103.72758894249645
2020-12-16,103.48,103.92,103.26,103.67,103.68435674934487
2020-12-17,103.1,103.57,102.88,103.5,103.64325134722883
2020-12-18,103.31,103.6,103.1,103.13,103.6050166601983
2020-12-21,103.3,103.89,103.25,103.39,103.57005708021137
2020-12-22,103.63,103.75,103.28,103.32,103.53859261381345
2020-12-23,103.55,103.66,103.36,103.64,103.51067448187491
2020-12-24,103.63,103.77,103.5,103.57,103.48641103488237
2020-12-25,103.48,103.69,103.39,103.64,103.46593520177123
2020-12-28,103.78,103.9,103.39,103.54,103.4494696545801
2020-12-29,103.56,103.85,103.46,103.79,103.43724585584646
2020-12-30,103.17,103.61,102.96,103.58,103.42970184957366
2020-12-31,103.21,103.32,103.0,103.12,103.4273524011051
2021-01-01,103.2,103.25,103.21,103.25,103.43054996212815
2021-01-04,103.1,103.32,102.71,103.18,103.43951113907951
2021-01-05,102.72,103.19,102.6,103.13,103.45430844466952
2021-01-06,103.04,103.45,102.58,102.75,103.47480219714666
2021-01-07,103.8,103.96,102.95,103.04,103.50039377198152
2021-01-08,103.93,104.1,103.61,103.79,103.53021279327149
2021-01-11,104.24,104.4,103.83,103.89,103.5635761390064
2021-01-12,103.75,104.35,103.72,104.28,103.60005055418036
2021-01-13,103.85,104.0,103.53,103.75,103.6396255487006
2021-01-14,103.79,104.21,103.56,103.89,103.68238435087804
2021-01-15,103.87,103.92,103.61,103.81,103.72854167305564
2021-01-18,103.69,103.94,103.63,103.76,103.77837948735706
2021-01-19,103.89,104.1,103.65,103.68,103.83226817736025
2021-01-20,103.52,103.95,103.44,103.9,103.89052288946368
2021-01-21,103.48,103.67,103.32,103.54,103.95349485245498
2021-01-22,103.77,103.89,103.47,103.5,104.02130371831589
2021-01-25,103.73,103.94,103.67,103.79,104.09377320474533
2021-01-26,103.6,103.83,103.55,103.74,104.17056996461832
2021-01-27,104.09,104.21,103.58,103.62,104.25113329255683
2021-01-28,104.21,104.47,104.06,104.11,104.33454587695495
2021-01-29,104.68,104.95,104.21,104.24,104.41978969789889
2021-02-01,104.91,105.04,104.61,104.68,104.5057688943019
2021-02-02,104.97,105.18,104.82,104.93,104.59155023651599
2021-02-03,105.01,105.11,104.92,104.97,104.67645313933424
2021-02-04,105.54,105.57,104.97,105.02,104.76003354865192
2021-02-05,105.36,105.78,105.33,105.53,104.8420558771522
2021-02-08,105.22,105.68,105.15,105.39,104.92277201655041
2021-02-09,104.57,105.28,104.5,105.22,105.00275757363872
2021-02-10,104.57,104.85,104.41,104.6,105.08277392269899
2021-02-11,104.72,104.81,104.55,104.58,105.16331196452961
2021-02-12,104.93,105.19,104.72,104.75,105.2445421162272
2021-02-15,105.36,105.43,104.93,105.0,105.32635772491062
2021-02-16,105.86,105.97,105.18,105.39,105.408455548876
